#A. Arinyo-i-Prats, V1, catalogue Metal Stength  mesure of the metal strength (corrected by the DLA's column and not) belonging to the Damped Lyman-alpha systems  SDSS catalog (done by P. Notredame DR12_V1)
# ========================================================================================   
# Col1:  A15 (I5-I04-I04)  MJD, plate and fiber number of highest SNR spectrum (if combined)
# Col2:  F9.5              Right ascension in degrees
# Col3:  F+8.4             Declination in degrees 
# Col4:  F6.4		   Quasar redshift
# Col5:  F5.1              Continuum to noise ratio in [Lyb-Lya] region
# col6:  I6		   Visual Flag for the DLAs
# Col7:  I6                Balnicity Index (km/s)      --> Isabelle
# Col8:  F6.4              Absorption redshift of the DLA candidate
# Col9:  F5.2              Log10 of HI column density (cm^-2)
# Col10-11: 		   Metal strenght and its error, corrected by the column density HI, in adimensional units
# Col12-13: 		   Metal strenght and its error, uncorrected , in adimensional units
#=======================================================================================================
##MJD-Plate-Fiver RA       Dec 	    zqso CNR  flDLA BI  z_abs   NHI 	MS(HI)   errMS(HI) MS	  errMS  
#-------------------------------------------------------------------------------------------------------
56398-6696-0595 155.03058 +55.8049  2.088 2.3   1  0    2.0946  20.64   1.4919   0.198   1.5994   0.212   
56605-6668-0804 155.03418 +51.7150  2.576 12.9  1  0    2.3312  21.23   1.6358   0.0619  2.4646   0.0928  
56272-6424-0634 155.05114 +23.6309  2.256 3     1  15   2.1433  20.15   -0.6976  0.382   -0.5328  0.259   
55570-4562-0932 155.05255 +40.5892  2.866 1.8   1  0    2.6922  21.1    0.0587   0.302   0.0937   0.438   
55644-4692-0732 155.05733 +44.9848  2.698 2.2   1  0    2.3005  21.06   0.8377   0.574   1.0926   0.869   
55922-5339-0622 155.06514 +9.5398   3.69  22.7  0  0    3.068   21.17   0.8056   0.0835  1.4019   0.137   
55922-5339-0622 155.06514 +9.5398   3.69  22.7  0  0    3.3189  20.05   1.1726   0.0752  0.7406   0.049   
55652-4802-0632 155.06979 +5.6216   2.637 4.2   0  0    2.3852  20.39   -0.8014  0.32    -0.7195  0.284   
56046-5884-0562 155.08477 +19.3456  3.092 4.2   0  0    2.256   20.03   -0.3971  1.15    0.1213   0.605   
56046-5884-0562 155.08477 +19.3456  3.092 4.2   0  0    2.8202  20      0.0018   0.537   0.2010   0.316   
56046-5884-0562 155.08477 +19.3456  3.092 4.2   0  0    3.0674  20.64   1.5250   0.19    1.6404   0.204   
56637-7087-0070 155.08832 +59.3652  3.475 4     0  0    2.3234  20.25   -5.9488  1.85    -4.2871  1.39    
55600-4568-0944 155.08940 +36.3473  2.63  4.3   1  0    2.3721  20.69   0.4059   0.201   0.4492   0.221   
55987-5337-0306 155.08975 +16.4271  2.492 9.2   0  0    2.2385  21.33   0.1548   0.0686  0.2488   0.108   
56605-6668-0190 155.09746 +50.7742  2.728 13.6  1  0    2.1482  20.91   1.9350   0.109   2.6772   0.15    
55957-5336-0890 155.09908 +10.8977  3.091 12.5  0  0    2.0694  20.63   1.2038   0.198   1.3559   0.223   
55957-5336-0890 155.09908 +10.8977  3.091 12.5  0  0    2.8771  20.48   0.5272   0.082   0.5024   0.078   
56605-6668-0802 155.10705 +51.7386  2.543 16.3  1  0    2.0708  20.86   0.3348   0.0987  0.4542   0.131   
56027-5872-0216 155.11810 +20.8943  2.529 4     0  0    2.2786  20.63   -0.4855  0.198   -0.5209  0.21    
56340-6463-0612 155.12450 +27.5580  2.711 7.8   1  0    2.2876  20.32   -0.0226  0.18    -0.0191  0.152   
56340-6463-0612 155.12450 +27.5580  2.711 7.8   1  0    2.3351  20.23   -3.0604  0.558   -2.1765  0.385   
56340-6463-0612 155.12450 +27.5580  2.711 7.8   1  0    2.3564  21.12   4.1960   0.166   6.6960   0.262   
56002-5338-0716 155.12574 +13.4153  2.473 3.6   0  0    2.3223  21.2    3.1263   0.277   4.7844   0.439   
56279-6465-0171 155.12607 +24.2693  3.87  4.4   0  0    3.6761  20.08   0.4162   0.583   0.2599   0.358   
56279-6465-0188 155.12672 +24.7030  2.838 7     1  0    2.0619  20.05   -0.7189  0.659   -0.0532  0.307   
56279-6465-0188 155.12672 +24.7030  2.838 7     1  0    2.6089  20.3    2.9136   0.13    2.3525   0.105   
55269-3784-0968 155.12709 -1.2329   2.877 7.1   0  0    2.2643  20.54   -0.3648  0.4     -0.3466  0.405   
56033-5883-0998 155.13172 +19.1904  2.517 4.8   0  0    2.0611  21.03   1.4993   0.251   2.2642   0.378   
55543-3831-0232 155.13516 +0.0332   3.413 2.7   0  0    3.2637  20.33   4.3625   1.86    3.6398   1.55    
56637-7087-0055 155.13537 +58.9804  3.429 8.8   0  0    2.1636  20.62   0.2898   0.796   -0.0750  0.88    
56033-5883-0996 155.13750 +19.1498  2.381 9.5   1  0    2.3805  21.18   -0.1442  0.0646  -0.1968  0.091   
56336-6454-0118 155.15155 +33.9457  3.222 12.2  1  0    2.9345  21.39   0.0926   0.0643  0.1102   0.104   
55617-4563-0770 155.15483 +38.5088  3.53  5.3   1  0    3.2529  20.43   0.7857   0.305   0.7252   0.282   
56027-5872-0189 155.16039 +20.4152  2.918 4.6   0  0    2.2588  21.04   2.1231   0.304   3.1764   0.45    
55957-5336-0139 155.16925 +9.3817   3.642 40.8  0  0    2.593   21.59   0.3133   0.0826  0.7571   0.181   
55957-5336-0139 155.16925 +9.3817   3.642 40.8  0  0    2.7488  20.12   0.7332   0.19    0.4546   0.117   
56602-6687-0086 155.16999 +52.2544  2.998 4.4   0  0    2.4307  20.34   0.0600   0.622   0.0275   0.507   
56398-6696-0630 155.18084 +55.8837  2.41  4.4   0  0    2.2592  20.08   2.3879   0.31    1.4244   0.188   
55543-3831-0198 155.18258 +0.0183   4.19  3.2   1  0    3.4145  20.01   -3.4310  1.08    -1.9184  0.534   
55543-3831-0198 155.18258 +0.0183   4.19  3.2   1  0    4.1866  20.31   -0.0761  0.308   -0.0707  0.286   
56326-6462-0166 155.18489 +28.5132  3.148 4.9   1  0    2.9222  20.54   1.3219   0.165   1.3224   0.165   
55588-4557-0364 155.19125 +41.2043  2.809 8.2   0  0    1.9681  20.31   0.0274   0.374   0.0094   0.292   
55957-5336-0083 155.19187 +9.3265   3.677 2.5   0  0    3.6482  20.01   1.5018   0.596   1.1112   0.405   
56398-6696-0386 155.19389 +54.3032  3.809 2.2   0  0    3.6611  20.28   1.8844   0.298   1.6173   0.263   
56002-5338-0314 155.19966 +12.2267  2.774 3.6   0  0    2.5926  20.66   1.5566   0.215   1.7036   0.236   
56769-7386-0416 155.20563 +46.5083  3.21  3.5   1  0    2.4492  20.29   2.2626   0.54    1.7742   0.407   
56370-6455-0708 155.21599 +32.6435  3.26  1.6   0  0    2.5309  20      -3.6376  3.44    -1.9665  1.65    
56011-5340-0492 155.21734 +14.2171  3.199 2.6   0  0    2.1936  20.22   5.8663   1.57    4.3762   1.05    
55617-4563-0798 155.22458 +38.7915  2.652 2.8   1  0    2.5398  20.2    1.2549   0.168   1.0372   0.142   
56710-7385-0850 155.25865 +46.3743  3.508 2.8   1  0    2.7513  20.52   1.3921   0.541   1.3581   0.534   
56340-6463-0590 155.25875 +28.0720  2.053 2     1  0    2.0429  20.5    1.6913   0.175   1.6576   0.171   
56717-7381-0932 155.25994 +48.7083  2.378 3     1  0    2.2653  20.58   2.3602   0.245   2.4685   0.255   
56011-5340-0494 155.26603 +14.2839  2.807 16.8  0  0    2.418   20.96   1.1642   0.0927  1.6551   0.131   
56027-5872-0871 155.28157 +22.1560  4.255 1.8   0  0    4.1509  20.14   0.0000   0       0.0000   0       
56710-7385-0804 155.28169 +46.5663  2.986 3     0  0    2.6248  20.31   1.3259   1.06    1.0458   0.847   
56722-7083-0498 155.28813 +65.2126  2.788 3.6   0  0    2.5674  21.27   0.3508   0.181   0.5612   0.285   
56013-5335-0054 155.29809 +14.0454  2.564 2     0  0    2.1878  20.88   0.6598   0.857   0.8044   1.15    
56398-6696-0370 155.30602 +54.0755  3.108 7.2   0  0    2.0923  20.38   2.0929   0.504   1.7919   0.442   
56713-7082-0178 155.31188 +63.2708  3.068 3.4   1  0    3.0077  20.47   4.0776   0.21    3.9892   0.204   
55987-5337-0280 155.31457 +16.8118  3.768 12.7  0  0    3.0991  20.65   0.7404   0.257   0.8269   0.283   
55652-4802-0710 155.32011 +5.3924   3.681 5.7   0  0    2.4181  20.25   0.8369   0.41    0.6350   0.312   
55570-4562-0040 155.32316 +40.3574  3.709 2.7   0  0    3.282   20.32   3.3208   0.502   2.7021   0.407   
56326-6462-0892 155.32973 +29.7233  3.724 8.4   1  0    2.3751  20.04   -1.8321  6.39    0.0983   1.21    
56326-6462-0892 155.32973 +29.7233  3.724 8.4   1  0    2.472   21.15   0.3447   0.17    0.5689   0.28    
55588-4557-0648 155.33604 +42.8199  3.147 9.2   1  0    2.6752  21.09   -0.6949  0.417   -1.4650  0.701   
55652-4802-0312 155.35209 +4.0068   2.464 2.6   1  0    2.2756  21      1.7809   0.248   2.4536   0.34    
56340-6463-0660 155.36217 +27.3014  2.93  3.3   0  0    2.3165  20.14   -3.0574  1.12    -1.6224  0.64    
56340-6463-0660 155.36217 +27.3014  2.93  3.3   0  0    2.3526  20.01   1.2637   1.18    0.5485   0.571   
56370-6455-0248 155.36303 +30.2010  2.117 2.6   0  0    2.0956  20.43   1.8771   0.249   1.7915   0.235   
55234-3770-0470 155.36514 -2.6234   2.571 5     1  0    2.5468  20.34   1.5014   0.133   1.3402   0.118   
55652-4802-0286 155.38232 +3.0454   2.54  2.4   0  0    2.1426  20.43   -0.1009  0.819   -0.1014  0.737   
56279-6465-0128 155.38638 +24.1731  3.456 3.2   1  0    2.3766  20.06   3.4666   1.45    1.9000   0.831   
56279-6465-0128 155.38638 +24.1731  3.456 3.2   1  0    2.4481  20.15   0.4039   1.21    0.4923   0.715   
56279-6465-0128 155.38638 +24.1731  3.456 3.2   1  0    3.2226  20.8    1.3533   0.283   1.6298   0.343   
55957-5336-0924 155.39840 +10.9963  2.524 6     0  0    2.2623  20.31   1.4920   0.619   1.1412   0.474   
55957-5336-0924 155.39840 +10.9963  2.524 6     0  0    2.3418  20.93   0.7615   0.2     1.0153   0.262   
56336-6454-0934 155.40699 +34.3309  2.624 3.5   0  0    2.3596  20.15   0.5611   0.498   0.3866   0.36    
56326-6462-0890 155.41229 +29.5697  2.565 2.9   1  0    2.4864  20.79   0.5324   0.131   0.6086   0.15    
56011-5340-0487 155.41321 +14.3402  3.476 2.6   0  0    2.8511  20.48   4.3903   1.65    4.2250   1.59    
56011-5340-0487 155.41321 +14.3402  3.476 2.6   0  0    3.0718  20.37   -0.0673  0.945   -0.0603  0.817   
56605-6668-0832 155.42859 +52.0968  2.452 3.3   0  0    2.1841  20.12   2.6602   0.279   1.8224   0.193   
55957-5336-0930 155.42915 +10.9442  2.416 2.4   0  0    2.3518  20.54   2.6102   0.267   2.6527   0.27    
55617-4563-0196 155.43316 +37.7353  2.607 3.9   1  0    2.0527  20.09   -1.2054  0.798   -0.7856  0.449   
55617-4563-0196 155.43316 +37.7353  2.607 3.9   1  0    2.5312  20.94   1.6853   0.126   2.0722   0.156   
55617-4563-0214 155.43578 +37.2648  2.248 8.7   1  0    2.0597  20.58   0.7372   0.0803  0.7607   0.0836  
56002-5338-0768 155.45206 +13.1647  3.052 2.2   0  0    2.9634  20.12   1.6039   0.311   1.2998   0.248   
56272-6424-0722 155.45792 +23.2932  2.857 4.3   1  0    2.2003  20.77   3.0735   0.356   3.8222   0.442   
56027-5872-0152 155.46929 +20.9587  2.381 8.9   1  0    2.15    20.33   0.1509   0.0994  0.1272   0.0829  
55234-3770-0424 155.47757 -2.6745   3.226 3.1   1  0    2.6382  20.66   1.7763   1.07    1.7673   1.24    
56398-6696-0368 155.48134 +53.5905  4.364 3     0  0    4.2758  20.09   -0.1515  0.183   -0.1199  0.149   
56398-6696-0368 155.48134 +53.5905  4.364 3     0  0    4.3295  20.26   0.8047   0.202   0.6728   0.176   
56279-6465-0928 155.48242 +25.1266  2.528 7.6   1  0    2.3478  20.62   1.2820   0.165   1.3741   0.175   
56279-6465-0928 155.48242 +25.1266  2.528 7.6   1  0    2.4303  20.62   1.3323   0.0762  1.4034   0.0806  
56370-6455-0222 155.48567 +30.0279  3.121 36.3  0  0    2.9492  20.68   1.2773   0.0322  1.4218   0.0358  
56340-6463-0691 155.50283 +27.5837  3.356 13    1  0    2.6499  20.84   1.7823   0.509   2.9388   0.76    
56331-6450-0516 155.51093 +33.8280  2.579 4.1   0  0    2.2605  20.22   1.6514   0.631   1.1520   0.447   
56606-6658-0242 155.52228 +47.5433  2.85  2.7   1  0    2.2062  20.03   1.4966   2.09    0.7180   1.13    
56606-6658-0242 155.52228 +47.5433  2.85  2.7   1  0    2.6007  20.38   0.7924   0.686   0.7126   0.606   
55652-4802-0734 155.53596 +4.3536   2.986 2.4   0  0    2.6115  21.25   2.0321   1.02    3.4242   1.69    
55652-4802-0734 155.53596 +4.3536   2.986 2.4   0  0    2.8096  20.31   -0.1935  0.744   -0.1105  0.602   
56272-6424-0731 155.54186 +22.8737  5.47  8.2   1  0    4.5601  20.21   0.0000   0       0.0000   0       
56272-6424-0731 155.54186 +22.8737  5.47  8.2   1  0    4.8101  20.1    0.0000   0       0.0000   0       
56272-6424-0731 155.54186 +22.8737  5.47  8.2   1  0    4.8598  20.5    0.0000   0       0.0000   0       
56272-6424-0731 155.54186 +22.8737  5.47  8.2   1  0    4.9922  20.43   0.0000   0       0.0000   0       
56272-6424-0731 155.54186 +22.8737  5.47  8.2   1  0    5.0895  20.21   0.6779   0.189   0.5237   0.146   
56272-6424-0731 155.54186 +22.8737  5.47  8.2   1  0    5.2535  21.53   0.0000   0       0.0000   0       
56272-6424-0731 155.54186 +22.8737  5.47  8.2   1  0    5.3898  20.05   0.0000   0       0.0000   0       
55569-4558-0558 155.56106 +40.9961  2.502 8.5   1  0    2.2953  20.12   2.7823   0.178   1.8905   0.121   
56769-7386-0325 155.57341 +46.3734  3.266 4.5   1  0    3.1532  20.1    0.0397   0.279   -0.0047  0.232   
56002-5338-0250 155.57722 +11.7501  2.272 3.1   1  0    2.0987  20.73   0.2967   0.355   0.3477   0.41    
56011-5340-0466 155.58445 +14.1502  3.2   1.9   0  0    2.5858  20.19   12.4754  3.88    8.0420   2.53    
56398-6696-0326 155.58797 +53.7758  2.559 1.6   0  0    2.522   20.03   2.8040   0.767   1.9104   0.544   
56002-5338-0254 155.59037 +11.9103  3.547 3.1   0  0    3.4675  20.21   1.1222   0.338   0.9939   0.294   
56339-6456-0508 155.62515 +29.7525  3.047 2.8   0  0    2.9381  20.17   1.4155   0.206   1.0698   0.17    
55680-4851-0546 155.62974 +7.3627   2.671 20.2  1  0    2.2534  20.66   1.1337   0.114   1.2937   0.127   
56769-7386-0602 155.63015 +47.8476  2.41  1.8   0  0    2.4008  20.1    1.9499   0.745   1.5324   0.569   
56339-6456-0494 155.65214 +29.2052  2.374 4.7   1  0    2.0838  20.26   -0.0321  0.486   -0.0162  0.363   
56046-5884-0362 155.66269 +17.7262  3.018 8.4   0  0    2.1658  20.5    -0.1564  0.359   -0.1446  0.349   
56046-5884-0362 155.66269 +17.7262  3.018 8.4   0  0    2.7643  21.05   0.1290   0.0627  0.1799   0.088   
55570-4564-0338 155.66792 +35.0356  2.97  2.6   1  0    2.5066  20.92   0.0372   0.689   0.0837   0.958   
56336-6454-0058 155.66975 +33.2382  2.977 1.6   0  0    2.8653  20.05   2.3087   0.457   1.7850   0.356   
55652-4802-0764 155.67037 +4.7325   3.091 17.7  1  0    2.7421  20.73   1.4425   0.0704  1.6415   0.0802  
56658-7086-0912 155.67296 +58.2641  3.622 5.2   1  0    2.5952  20.94   1.5877   0.496   2.4718   0.733   
56713-7082-0874 155.67448 +65.1423  2.98  3.7   1  0    2.8956  20.58   1.7000   0.18    1.7563   0.186   
56027-5872-0072 155.68340 +20.9367  2.588 7.2   0  0    2.1073  20.17   -0.3429  0.526   -0.2371  0.345   
55652-4802-0770 155.68608 +4.6302   2.961 2.7   0  0    2.3626  20.6    3.5375   0.733   3.9186   0.786   
56027-5872-0068 155.68864 +20.7024  2.493 3.5   0  0    2.3642  20.13   1.2700   0.623   0.8277   0.426   
55680-4851-0456 155.70819 +5.8556   2.508 4.9   0  0    2.4842  20.01   3.4796   0.194   2.4794   0.134   
56027-5872-0074 155.71270 +20.8813  2.901 3     0  0    2.6718  20.03   0.8766   0.496   0.5258   0.292   
56340-6463-0716 155.71551 +28.1426  3.588 9.7   1  0    2.5866  20.26   -0.5621  0.618   -0.4269  0.449   
56340-6463-0716 155.71551 +28.1426  3.588 9.7   1  0    3.072   20.33   2.3295   0.432   1.9028   0.354   
56340-6463-0716 155.71551 +28.1426  3.588 9.7   1  0    3.3495  20.5    0.2510   0.229   0.2412   0.22    
55617-4563-0900 155.73285 +37.9646  2.82  4.9   0  0    2.1514  20.58   1.4157   0.344   1.4803   0.359   
56027-5872-0958 155.74586 +22.0344  3.951 4.4   0  0    3.7729  21.06   0.0000   0       0.0000   0       
56027-5872-0958 155.74586 +22.0344  3.951 4.4   0  0    3.9452  20      1.1233   0.628   0.6478   0.38    
56769-7386-0380 155.74909 +46.7304  3.833 2.1   1  0    3.323   21.07   1.1258   0.584   1.6450   0.854   
56769-7386-0380 155.74909 +46.7304  3.833 2.1   1  0    3.5876  20.25   -0.0672  0.876   -0.1228  0.681   
56027-5872-0972 155.75016 +21.4274  3.809 10.4  0  0    3.6312  20.79   0.8226   0.11    0.9746   0.131   
55680-4851-0524 155.75423 +7.1551   3.815 16.9  1  0    3.3781  20.51   -0.2970  0.205   -0.2766  0.197   
55922-5339-0822 155.76724 +9.8477   2.836 5     0  0    2.2846  20.32   1.6621   0.371   1.3227   0.303   
55922-5339-0822 155.76724 +9.8477   2.836 5     0  0    2.3844  20.91   1.6197   0.268   2.2248   0.365   
55570-4564-0688 155.76829 +36.1813  3.603 6.7   0  0    2.2823  20.24   0.5834   0.548   0.4744   0.399   
55543-3831-0910 155.76987 +1.0224   2.967 6.1   1  0    2.8154  20.37   2.7483   0.187   2.3740   0.162   
56713-7082-0136 155.78946 +63.1334  2.496 9.8   1  0    2.1852  20.99   0.4939   0.132   0.7037   0.19    
55652-4802-0825 155.79794 +5.2019   2.558 6.3   1  0    2.4197  20.15   0.5214   0.194   0.3690   0.133   
55652-4802-0825 155.79794 +5.2019   2.558 6.3   1  0    2.526   20.24   0.1789   0.142   0.2026   0.116   
55234-3770-0664 155.81073 -0.9492   2.422 4.3   1  0    2.3562  20.59   1.4021   0.108   1.4535   0.112   
56370-6455-0178 155.83438 +30.5798  2.032 12    0  0    1.9565  20.34   1.4607   0.0521  1.2615   0.0449  
56279-6465-0062 155.83691 +24.4972  2.552 2     0  0    2.2612  20.29   0.3212   1.46    0.2204   1.14    
56046-5884-0304 155.84058 +18.2766  2.931 2.8   0  0    2.3326  20.14   4.4360   2.31    3.0005   1.41    
55570-4564-0732 155.84341 +36.0272  2.267 4     1  0    2.2067  20.73   2.2369   0.188   2.5654   0.218   
56272-6424-0250 155.84890 +21.8635  3.66  14.9  1  0    2.4323  20.1    0.9324   0.254   0.5117   0.155   
56272-6424-0250 155.84890 +21.8635  3.66  14.9  1  0    2.4617  20.85   -0.9698  0.137   -1.3956  0.182   
56272-6424-0250 155.84890 +21.8635  3.66  14.9  1  0    2.682   20.93   0.4131   0.226   0.5900   0.33    
55570-4564-0729 155.85480 +36.1001  2.739 5.5   1  0    2.3125  21.02   2.0430   0.244   3.0515   0.362   
55617-4563-0916 155.86007 +38.9086  2.717 2.1   1  0    2.2952  20.73   4.4832   0.602   5.4079   0.715   
55617-4563-0916 155.86007 +38.9086  2.717 2.1   1  0    2.468   20.94   1.1596   0.242   1.4286   0.313   
55570-4564-0714 155.87682 +36.5099  3.698 2.6   1  0    2.604   20.38   -0.2998  1.07    -0.2982  0.893   
56370-6455-0206 155.87912 +31.0726  3.224 9.3   1  0    2.8126  20.23   0.4944   0.572   0.3201   0.4     
56370-6455-0206 155.87912 +31.0726  3.224 9.3   1  0    2.9902  20.77   2.5220   0.103   2.9871   0.123   
55570-4564-0726 155.88011 +36.1100  3.329 5.7   1  0    3.1782  20.05   -110.8174 36.6    -36.0298 11.9    
56713-7082-0152 155.88360 +63.5856  4.875 3.9   1  0    4.2624  20.59   0.0000   0       0.0000   0       
56713-7082-0152 155.88360 +63.5856  4.875 3.9   1  0    4.5473  20.4    1.2856   1.87    1.1564   1.68    
56605-6668-0901 155.88709 +52.4231  3.095 4.7   1  0    2.7105  20.63   4.0360   0.569   4.4111   0.621   
56398-6696-0734 155.88996 +55.1415  2.285 7     1  0    2.0304  20.73   0.5535   0.0975  0.6708   0.119   
56398-6696-0730 155.90140 +55.3884  2.833 5     1  0    2.4442  20.53   -1.3586  0.655   -1.3580  0.65    
56336-6454-0046 155.92075 +33.0703  2.328 3.5   0  0    2.1653  20.43   1.8454   0.427   1.6864   0.389   
56046-5884-0302 155.92222 +18.2945  2.467 17.6  0  0    2.3745  20.48   2.2277   0.0482  2.1876   0.0473  
56011-5340-0416 155.94314 +14.4864  2.626 4.8   0  0    2.179   20      -0.7491  0.892   -0.2065  0.433   
56607-6659-0566 155.94561 +47.1490  4.705 2.4   1  0    3.4339  20.42   -2.8821  1.34    -2.4467  1.14    
56607-6659-0566 155.94561 +47.1490  4.705 2.4   1  0    4.6025  20.5    -0.9763  0.222   -0.9801  0.223   
56607-6659-0423 155.94904 +46.3674  2.866 2.3   1  0    2.6541  20.86   2.7652   0.245   3.4379   0.306   
56658-7086-0073 155.94930 +56.7090  2.41  3.8   1  0    2.2638  20.33   1.6687   0.291   1.3624   0.238   
55922-5339-0151 155.95238 +8.6396   2.587 6.7   0  0    1.9821  20.14   4.3881   0.336   2.7406   0.212   
55570-4564-0702 155.95397 +36.9065  3.366 13.8  0  0    2.2956  20.81   2.1037   0.208   2.7175   0.268   
55543-3831-0068 155.95577 -0.1564   2.567 10.5  0  0    2.1442  20.12   2.2567   0.323   1.3988   0.194   
55922-5339-0866 155.95591 +9.7527   2.324 19.2  1  0    2.0603  20.68   1.5171   0.0415  1.6909   0.0465  
55644-4739-0580 155.95851 +2.2013   3.921 3     1  0    3.2519  21.03   3.2879   1.2     3.9681   1.82    
56370-6455-0174 155.95963 +30.7329  3.156 5.1   1  0    2.176   20.71   0.5380   0.37    0.6618   0.451   
56661-7089-0446 155.96317 +58.3112  2.385 2.7   0  0    2.3196  20.37   0.9784   0.268   0.9031   0.248   
56340-6463-0297 155.96741 +26.2172  2.908 9     1  0    2.5155  21.1    0.1790   0.185   0.3659   0.292   
56658-7086-0946 155.97269 +58.0014  2.597 2     0  0    2.3142  20.62   3.6458   0.293   3.8525   0.307   
56658-7086-0946 155.97269 +58.0014  2.597 2     0  0    2.3689  20.23   1.9933   0.917   1.4376   0.707   
56658-7086-0946 155.97269 +58.0014  2.597 2     0  0    2.5082  20.51   2.2147   0.229   2.1718   0.228   
55543-3831-0064 155.99207 -0.1578   2.491 5     1  0    2.2605  20.99   1.0784   0.288   1.5652   0.415   
56279-6465-0040 156.00832 +25.0552  2.955 26.1  1  0    2.4442  20.03   -0.4552  0.201   -0.2679  0.109   
55234-3770-0738 156.01488 -2.1185   2.841 4     1  0    2.2395  20.12   -2.0385  0.999   -1.1308  0.603   
55234-3770-0738 156.01488 -2.1185   2.841 4     1  0    2.3234  21.08   -0.4478  0.466   -0.6350  0.724   
55234-3770-0738 156.01488 -2.1185   2.841 4     1  0    2.3728  20.21   2.6885   0.846   1.9068   0.576   
55570-4564-0724 156.01861 +35.9163  2.274 5.4   1  0    2.2371  20.19   3.6484   0.139   2.9049   0.108   
56398-6696-0308 156.02626 +54.3362  3.286 4     0  0    2.3511  20.01   -0.7837  2.12    -0.4257  0.877   
56398-6696-0308 156.02626 +54.3362  3.286 4     0  0    2.58    20.17   2.1402   1.28    1.7361   0.813   
56398-6696-0308 156.02626 +54.3362  3.286 4     0  0    2.7118  20.29   2.2593   0.809   1.7214   0.628   
55931-5341-0400 156.02941 +10.2308  2.914 3.6   0  0    2.8966  20.11   0.7778   0.315   0.5911   0.237   
56279-6465-0990 156.03849 +25.4633  2.547 15.8  0  0    2.066   20.11   4.5723   0.18    2.8477   0.108   
55569-4558-0390 156.03868 +40.0010  2.556 4     0  0    2.0513  20.49   2.2740   0.549   2.1600   0.524   
56606-6658-0832 156.04243 +49.8480  3.109 5.7   1  0    2.4386  20.4    0.6421   0.537   0.5329   0.465   
